NAME OF ISSUER,TITLE OF CLASS,CUSIP,VALUE (x$1000),SHRS OR PRN AMT,SH/PRN,PUT/CALL,INVESTMENT DISCRETION,OTHER MANAGER,SOLE,SHARED,NONE
MARUI LIMITED ADR NEW,ADR,573814308,"11,322","297,560",SH,,SOLE,,"256,418",0,"41,142"
MARVELL TECHNOLOGY INC,Common Stock,573874104,"85,173","1,738,930",SH,,SOLE,,"1,055,249",0,"683,681"
MASCO CORP,Common Stock,574599106,"63,517","1,060,391",SH,,SOLE,,"921,167",0,"139,224"
MASIMO CORP,Common Stock,574795100,"21,222","92,405",SH,,SOLE,,"76,473",0,"15,932"
MASONITE INTERNATIONAL CORP,Common Stock,575385109,"15,226","132,124",SH,,SOLE,,"52,869",0,"79,255"
MASTEC INC,Common Stock,576323109,"18,880","201,492",SH,,SOLE,,"84,320",0,"117,172"
MASTERCARD INC,Common Stock,57636Q104,"1,171,678","3,290,769",SH,,SOLE,,"2,597,313",0,"693,456"
MATADOR RES CO COM,Common Stock,576485205,"14,587","622,053",SH,,SOLE,,"570,891",0,"51,162"
MATCH GROUP INC,Common Stock,57667L107,"59,440","432,670",SH,,SOLE,,"395,642",0,"37,028"
MATERIALISE NV-ADR,ADR,57667T100,"1,292","35,943",SH,,SOLE,,"35,792",0,151
MATERIALS SELECT SECTOR SPDR FD,ETF,81369Y100,"15,887","201,607",SH,,SOLE,,"9,224",0,"192,383"
MATERION CORP,Common Stock,576690101,"4,576","69,077",SH,,SOLE,,"51,855",0,"17,222"
MATRIX SERVICE CO,Common Stock,576853105,562,"42,886",SH,,SOLE,,"39,832",0,"3,054"
MATSON INC COM,Common Stock,57686G105,"14,019","210,183",SH,,SOLE,,"106,940",0,"103,243"
MATTEL INC,Common Stock,577081102,"8,039","403,578",SH,,SOLE,,"280,550",0,"123,028"
MATTHEWS INTERNATIONAL CORP,Common Stock,577128101,"4,089","103,385",SH,,SOLE,,"61,043",0,"42,342"
MAUI LD & PINEAPPLE INC COM,Common Stock,577345101,262,"22,661",SH,,SOLE,,"15,534",0,"7,127"
MAXAR TECHNOLOGIES LTD,Common Stock,57778K105,"4,775","126,260",SH,,SOLE,,"114,049",0,"12,211"
MAXEON SOLAR TECHNOLOGIE,Common Stock,Y58473102,574,"18,175",SH,,SOLE,,"16,260",0,"1,915"
MAXIM INTEGRATED PRODUCTS INC,Common Stock,57772K101,"63,947","699,870",SH,,SOLE,,"635,996",0,"63,873"
MAXIMUS INC,Common Stock,577933104,"24,018","269,740",SH,,SOLE,,"193,495",0,"76,245"
MAXLINEAR INC CL A,Common Stock,57776J100,"4,527","132,823",SH,,SOLE,,"124,806",0,"8,017"
MAZDA MTR CORP ADR,ADR,578787103,"28,216","6,898,667",SH,,SOLE,,"6,214,668",0,"683,999"
MBIA INC,Common Stock,55262C100,473,"49,188",SH,,SOLE,,"46,330",0,"2,858"
McAfee Corp,Common Stock,579063108,369,"16,247",SH,,SOLE,,"16,076",0,171
MCCORMICK & CO INC/MD,Common Stock,579780206,"90,676","1,017,000",SH,,SOLE,,"739,622",0,"277,378"
MCDONALD'S CORP,Common Stock,580135101,"597,659","2,666,455",SH,,SOLE,,"2,156,849",0,"509,606"
MCGRATH RENTCORP,Common Stock,580589109,"1,246","15,453",SH,,SOLE,,"14,646",0,807
MCKESSON CORP,Common Stock,58155Q103,"215,351","1,104,138",SH,,SOLE,,"653,020",0,"451,118"
MDC HOLDINGS INC,Common Stock,552676108,"26,559","447,114",SH,,SOLE,,"349,192",0,"97,922"
MDU RESOURCES GROUP INC,Common Stock,552690109,"31,831","1,006,994",SH,,SOLE,,"522,081",0,"484,912"
MECHEL - ADR,ADR,583840608,211,"121,901",SH,,SOLE,,"116,128",0,"5,773"
MEDALLIA INC,Common Stock,584021109,"3,413","122,380",SH,,SOLE,,"115,854",0,"6,526"
MEDICAL PROPERTIES TRUST INC REIT,REIT,58463J304,"35,886","1,686,394",SH,,SOLE,,"867,643",0,"818,752"
MEDICINOVA INC,Common Stock,58468P206,53,"10,414",SH,,SOLE,,"9,661",0,753
MEDIFAST INC,Common Stock,58470H101,"14,965","70,651",SH,,SOLE,,"33,708",0,"36,943"
MEDIOBANCA BANCA DI CR ADR,ADR,58502K106,"26,344","2,388,407",SH,,SOLE,,"2,132,430",0,"255,977"
MEDNAX INC,Common Stock,58502B106,"19,384","761,051",SH,,SOLE,,"672,856",0,"88,195"
MEDPACE HOLDINGS INC,Common Stock,58506Q109,"13,531","82,483",SH,,SOLE,,"51,234",0,"31,249"
MEDTRONIC PLC,Common Stock,G5960L103,"557,274","4,717,467",SH,,SOLE,,"3,638,312",0,"1,079,155"
MEGAWORLD CORP-USP ADR,ADR,58517W103,325,"21,637",SH,,SOLE,,"15,926",0,"5,711"
MEGGITT PLC ADS REPSTG 2 S,ADR,58517R104,147,"11,120",SH,,SOLE,,"11,120",0,0
MEI Pharma Inc,Common Stock,55279B202,68,"19,903",SH,,SOLE,,"19,903",0,0
Meituan Dianping,ADR,5.85E+107,"18,789","240,516",SH,,SOLE,,"221,876",0,"18,640"
Melco Resorts & Entertainment,ADR,585464100,"12,590","632,336",SH,,SOLE,,"574,362",0,"57,975"
MERCADOLIBRE INC,Common Stock,58733R102,"96,875","65,806",SH,,SOLE,,"48,417",0,"17,389"
MERCANTILE BANK CORP COM,Common Stock,587376104,"1,948","60,005",SH,,SOLE,,"37,845",0,"22,160"
MERCARI UNSP ADR,ADR,587573106,"4,706","205,662",SH,,SOLE,,"185,637",0,"20,025"
MERCER INTL INC-SBI,Common Stock,588056101,732,"50,882",SH,,SOLE,,"45,594",0,"5,288"
MERCHANTS BANCORP,Common Stock,58844R108,"3,228","76,973",SH,,SOLE,,"6,098",0,"70,875"
MERCK & CO INC,Common Stock,58933Y105,"783,546","10,164,046",SH,,SOLE,,"7,280,263",0,"2,883,783"
MERCK KGAA-SPONSORED ADR,ADR,589339209,"26,711","782,161",SH,,SOLE,,"716,149",0,"66,012"
MERCURY GENERAL CORP,Common Stock,589400100,"5,329","87,641",SH,,SOLE,,"66,934",0,"20,706"
MERCURY SYSTEMS INC,Common Stock,589378108,"5,923","83,832",SH,,SOLE,,"68,854",0,"14,978"
MEREDITH CORP,Common Stock,589433101,"2,962","99,447",SH,,SOLE,,"81,636",0,"17,811"
MERIDIAN BANCORP INC,Common Stock,58958U103,716,"38,880",SH,,SOLE,,"37,590",0,"1,290"
MERIDIAN BIOSCIENCE INC,Common Stock,589584101,"4,291","163,456",SH,,SOLE,,"83,517",0,"79,939"
MERIT MEDICAL SYSTEMS INC,Common Stock,589889104,"11,764","196,459",SH,,SOLE,,"131,872",0,"64,587"
MERITAGE HOMES CORP,Common Stock,59001A102,"13,088","142,382",SH,,SOLE,,"110,475",0,"31,907"
MERITOR INC,Common Stock,59001K100,"9,550","324,593",SH,,SOLE,,"190,787",0,"133,806"
MERSANA THERAPEUTICS I COM,Common Stock,59045L106,644,"39,801",SH,,SOLE,,"38,700",0,"1,101"
MESA AIR GROUP INC,Common Stock,590479135,"1,449","107,746",SH,,SOLE,,"91,662",0,"16,084"
MESA LABS INC COM,Common Stock,59064R109,"1,842","7,563",SH,,SOLE,,"7,175",0,388
META FINL GROUP INC COM,Common Stock,59100U108,"2,701","59,621",SH,,SOLE,,"39,650",0,"19,971"
METACRINE INC,Common Stock,5.91E+107,584,"94,240",SH,,SOLE,,"4,213",0,"90,027"
METHANEX CORP,Common Stock,59151K108,"6,806","184,956",SH,,SOLE,,"181,474",0,"3,482"
METHODE ELECTRONICS INC,Common Stock,591520200,"6,238","148,593",SH,,SOLE,,"116,630",0,"31,964"
METLIFE INC,Common Stock,59156R108,"170,517","2,805,024",SH,,SOLE,,"2,082,043",0,"722,981"
METROPOLITAN BANK HOLDING CO,Common Stock,591774104,418,"8,299",SH,,SOLE,,"6,733",0,"1,566"
METSO OUTOTEC COR UNSPON ADR,ADR,592672109,299,"55,185",SH,,SOLE,,"55,185",0,0
METTLER-TOLEDO INTERNATIONAL I,Common Stock,592688105,"177,459","153,552",SH,,SOLE,,"81,483",0,"72,070"
MFA MTG INVTS INC COM REIT,REIT,55272X102,"4,054","996,073",SH,,SOLE,,"854,337",0,"141,736"
MFS Charter Income Trust,Closed-End Fund,552727109,"24,274","2,842,409",SH,,SOLE,,"2,608,797",0,"233,612"
MFS Intermediate Income Trust,Closed-End Fund,55273C107,"2,875","772,841",SH,,SOLE,,"696,374",0,"76,467"
MFS Multimarket Income Trust,Closed-End Fund,552737108,"26,074","4,023,827",SH,,SOLE,,"3,677,740",0,"346,087"
MFS Municipal Income Trust,Closed-End Fund,552738106,"1,916","280,997",SH,,SOLE,,"98,039",0,"182,958"
MGE ENERGY INC,Common Stock,55277P104,"5,310","74,376",SH,,SOLE,,"51,915",0,"22,461"
MGIC INVESTMENT CORP,Common Stock,552848103,"15,363","1,109,261",SH,,SOLE,,"359,356",0,"749,906"
MGM Growth Properties LLC - A,REIT,55303A105,"1,970","60,389",SH,,SOLE,,"60,160",0,229
MGM RESORTS INTERNATIONAL,Common Stock,552953101,"54,468","1,433,743",SH,,SOLE,,"1,151,759",0,"281,984"
MGP INGREDIENTS INC COM,Common Stock,55303J106,"5,003","84,582",SH,,SOLE,,"54,346",0,"30,235"
MICHAELS STORES INC COM,Common Stock,59408Q106,"6,478","295,259",SH,,SOLE,,"263,819",0,"31,440"
MICHELIN (CGDE) - UNSPONSORED ADR,ADR,59410T106,"30,262","1,009,728",SH,,SOLE,,"889,315",0,"120,413"
MICRO FOCUS INTL SPN ADR,ADR,594837403,"1,442","187,700",SH,,SOLE,,"137,146",0,"50,554"
MICROCHIP TECHNOLOGY INC,Common Stock,595017104,"206,247","1,328,739",SH,,SOLE,,"715,272",0,"613,468"
MICRON TECHNOLOGY INC,Common Stock,595112103,"353,799","4,010,877",SH,,SOLE,,"3,099,701",0,"911,176"
MICROSOFT CORP,Common Stock,594918104,"7,618,252","32,312,220",SH,,SOLE,,"21,278,119",0,"11,034,101"
MICROSTRATEGY INC,Common Stock,594972408,"12,092","17,814",SH,,SOLE,,"15,819",0,"1,995"
MID-AMERICA APARTMENT COMM REIT,REIT,59522J103,"66,292","459,214",SH,,SOLE,,"417,761",0,"41,453"
MIDDLEBY CORP,Common Stock,596278101,"50,415","304,165",SH,,SOLE,,"90,258",0,"213,907"
MIDDLESEX WATER CO,Common Stock,596680108,"4,488","56,802",SH,,SOLE,,"31,710",0,"25,092"
MIDLAND STS BANCORP IN COM,Common Stock,597742105,"2,403","86,627",SH,,SOLE,,"77,911",0,"8,716"
MIDWESTONE FINL GP INC COM,Common Stock,598511103,"1,206","38,927",SH,,SOLE,,"18,571",0,"20,356"
MILLER INDUSTRIES INC/TN,Common Stock,600551204,931,"20,159",SH,,SOLE,,"17,931",0,"2,228"
MILLICOM INTL CELLULAR S.A.,Common Stock,L6388F110,574,"15,024",SH,,SOLE,,"15,024",0,0
MIMECAST LTD ORD SHS,Common Stock,G14838109,"3,096","77,002",SH,,SOLE,,"28,886",0,"48,116"
MINERALS TECHNOLOGIES INC,Common Stock,603158106,"6,573","87,273",SH,,SOLE,,"83,287",0,"3,986"
MIRATI THERAPEUTICS IN COM,Common Stock,60468T105,"4,768","27,837",SH,,SOLE,,"26,556",0,"1,281"
MISTRAS GROUP INC.,Common Stock,60649T107,"1,610","141,111",SH,,SOLE,,"139,894",0,"1,217"
MITEK SYS INC COM NEW,Common Stock,606710200,346,"23,760",SH,,SOLE,,"23,731",0,29
MITSUBISHI CHEM HLDGS CORP ADR,ADR,606763100,613,"16,081",SH,,SOLE,,"12,509",0,"3,572"
MITSUBISHI ELEC ADR,ADR,606776201,"50,200","1,639,458",SH,,SOLE,,"1,504,139",0,"135,319"
MITSUBISHI ESTATE LTD ADR,ADR,606783207,"43,338","2,466,586",SH,,SOLE,,"2,187,388",0,"279,197"
MITSUBISHI UFJ FINANCIAL GROUP INC,ADR,606822104,"54,548","10,139,010",SH,,SOLE,,"8,920,239",0,"1,218,771"
MITSUI & CO LTD ADR,ADR,606827202,"42,848","101,658",SH,,SOLE,,"90,136",0,"11,521"
MITSUI FUDOSAN-UNSPON ADR,ADR,60683M109,"5,234","73,125",SH,,SOLE,,"61,290",0,"11,835"
MITSUI MINING & SMELTING-ADR,ADR,606844207,506,"73,108",SH,,SOLE,,"72,908",0,200
MIX TELEMATICS LTD,ADR,60688N102,246,"17,885",SH,,SOLE,,"17,050",0,835
MIZUHO FINANCIAL GROUP ADR,ADR,60687Y109,"56,114","19,283,027",SH,,SOLE,,"17,438,677",0,"1,844,350"
MKS INSTRUMENTS INC,Common Stock,55306N104,"17,547","94,632",SH,,SOLE,,"78,197",0,"16,435"
MOBILE TELESYSTEMS OJSC SPONSORED ADR,ADR,607409109,"5,344","640,776",SH,,SOLE,,"532,807",0,"107,969"
MODEL N INC COM,Common Stock,607525102,"3,315","94,085",SH,,SOLE,,"38,398",0,"55,687"
MODERNA INC,Common Stock,60770K107,"54,464","415,916",SH,,SOLE,,"389,686",0,"26,231"
MODINE MANUFACTURING CO,Common Stock,607828100,"16,015","1,084,299",SH,,SOLE,,"51,676",0,"1,032,623"
MODIVCARE INC,Common Stock,60783X104,"5,411","36,529",SH,,SOLE,,"23,098",0,"13,431"
MOELIS & CO.,Common Stock,60786M105,"14,447","263,244",SH,,SOLE,,"231,874",0,"31,370"
MOHAWK INDUSTRIES INC,Common Stock,608190104,"24,820","129,062",SH,,SOLE,,"111,887",0,"17,175"
MOLECULAR TEMPLATES INC,Common Stock,608550109,146,"11,564",SH,,SOLE,,"11,534",0,30
MOLINA HEALTHCARE INC,Common Stock,60855R100,"24,518","104,884",SH,,SOLE,,"98,865",0,"6,019"
MOLSON COORS BEVERAGE CO,Common Stock,60871R209,"64,151","1,254,179",SH,,SOLE,,"557,545",0,"696,634"
MOMO INC - SPON ADR,ADR,60879B107,"2,054","139,344",SH,,SOLE,,"126,709",0,"12,635"
MONARCH CASINO & RESORT INC,Common Stock,609027107,"1,756","28,969",SH,,SOLE,,"27,879",0,"1,090"
MONDELEZ INTERNATIONAL INC,Common Stock,609207105,"317,044","5,416,775",SH,,SOLE,,"4,484,219",0,"932,556"
MONDI PLC - UNSPONSORED ADR,ADR,60921V101,"5,692","108,428",SH,,SOLE,,"100,286",0,"8,142"
MONEYGRAM INTERNATIONAL INC,Common Stock,60935Y208,225,"34,233",SH,,SOLE,,"33,935",0,298
MONGODB INC,Common Stock,60937P106,"9,782","36,579",SH,,SOLE,,"29,203",0,"7,376"
MONMOUTH REAL ESTATE INVESTMENT CORP REIT,REIT,609720107,"3,782","213,802",SH,,SOLE,,"111,548",0,"102,253"
MONOLITHIC POWER SYSTEMS INC,Common Stock,609839105,"42,234","119,572",SH,,SOLE,,"92,612",0,"26,959"
MONOTARO CO LTD ADR,ADR,61022V107,"4,851","88,148",SH,,SOLE,,"80,965",0,"7,183"
MONROE INC,Common Stock,610236101,"7,823","118,887",SH,,SOLE,,"74,509",0,"44,378"
MONSTER BEVERAGE CORP,Common Stock,61174X109,"139,074","1,526,779",SH,,SOLE,,"1,240,552",0,"286,227"
MONTROSE ENVIRONMENTAL GROUP,Common Stock,615111101,775,"15,435",SH,,SOLE,,"2,859",0,"12,576"
MOODY'S CORP,Common Stock,615369105,"303,149","1,015,200",SH,,SOLE,,"550,508",0,"464,691"
MOOG INC,Common Stock,615394202,"7,537","90,642",SH,,SOLE,,"72,177",0,"18,465"
MORGAN STANLEY,Common Stock,617446448,"407,853","5,251,783",SH,,SOLE,,"3,799,311",0,"1,452,472"
Morgan Stanley Emerging Market,Closed-End Fund,61744H105,"7,404","826,296",SH,,SOLE,,0,0,"826,296"
Morgan Stanley Emerging Market,Closed-End Fund,617477104,"5,863","973,951",SH,,SOLE,,0,0,"973,951"
MORNINGSTAR INC,Common Stock,617700109,"27,044","120,173",SH,,SOLE,,"46,842",0,"73,331"
MORPHIC HOLDING INC,Common Stock,61775R105,347,"5,477",SH,,SOLE,,"1,469",0,"4,008"
MOSAIC CO/THE,Common Stock,61945C103,"60,871","1,925,693",SH,,SOLE,,"1,397,945",0,"527,748"
MOTORCAR PARTS OF AMERICA INC,Common Stock,620071100,468,"20,821",SH,,SOLE,,"18,709",0,"2,112"
MOTOROLA SOLUTIONS INC,Common Stock,620076307,"140,783","748,648",SH,,SOLE,,"525,609",0,"223,039"
MOVADO GROUP INC,Common Stock,624580106,"1,351","47,479",SH,,SOLE,,"40,654",0,"6,825"
MOWI ASA - SPON ADR,ADR,624678108,"20,021","807,968",SH,,SOLE,,"734,885",0,"73,083"
MP Materials Corp,Common Stock,553368101,701,"19,487",SH,,SOLE,,0,0,"19,487"
MPLX LP,MLP,55336V100,"4,187","163,358",SH,,SOLE,,"131,484",0,"31,874"
MR COOPER GROUP INC,Common Stock,62482R107,"8,243","237,152",SH,,SOLE,,"136,356",0,"100,796"
MR PRICE GROUP LTD SPONSORED ADR,ADR,62476L207,335,"25,436",SH,,SOLE,,"23,331",0,"2,105"
MRC GLOBAL INC COM,Common Stock,55345K103,"2,905","321,728",SH,,SOLE,,"310,724",0,"11,004"
MS&AD INSURANCE GROUP HOLDINGS ADR,ADR,553491101,"28,431","1,936,730",SH,,SOLE,,"1,750,266",0,"186,463"
MSA SAFETY INC,Common Stock,553498106,"8,130","54,195",SH,,SOLE,,"37,752",0,"16,443"
MSC INDUSTRIAL DIRECT CO-A,Common Stock,553530106,"17,225","190,985",SH,,SOLE,,"143,846",0,"47,138"
MSCI INC,Common Stock,55354G100,"144,634","344,957",SH,,SOLE,,"174,653",0,"170,304"
MSG NETWORKS INC,Common Stock,553573106,"1,035","68,849",SH,,SOLE,,"26,698",0,"42,151"
MTN GROUP LTD - SPONS ADR,ADR,62474M108,429,"73,379",SH,,SOLE,,"71,062",0,"2,317"
MTS SYSTEMS CORP,Common Stock,553777103,"4,501","77,331",SH,,SOLE,,"73,132",0,"4,199"
MTU AERO ENGINES-UNSPON ADR,ADR,62473G102,"16,473","139,402",SH,,SOLE,,"124,743",0,"14,659"
MUELLER INDUSTRIES INC,Common Stock,624756102,"6,024","145,675",SH,,SOLE,,"128,499",0,"17,176"
MUELLER WATER PRODUCTS INC,Common Stock,624758108,"1,658","119,395",SH,,SOLE,,"104,897",0,"14,498"
MUENCHENER RUECK - UNSPON ADR,ADR,626188106,"57,313","1,858,989",SH,,SOLE,,"1,664,712",0,"194,277"
MULTICHOICE GROUP LTD,ADR,62548D100,541,"61,987",SH,,SOLE,,"58,418",0,"3,569"
MURATA MANUFACTURER-UNSPONSORED ADR,ADR,626425102,"92,130","4,569,958",SH,,SOLE,,"3,730,408",0,"839,550"
MURPHY OIL CORP,Common Stock,626717102,"14,068","857,275",SH,,SOLE,,"600,086",0,"257,189"
MURPHY USA INC,Common Stock,626755102,"16,149","111,712",SH,,SOLE,,"72,002",0,"39,710"
MUSTANG BIO INC,Common Stock,62818Q104,46,"13,953",SH,,SOLE,,"13,953",0,0
MYERS INDUSTRIES INC,Common Stock,628464109,"2,721","137,724",SH,,SOLE,,"99,972",0,"37,751"
MYR GROUP INC,Common Stock,55405W104,"4,878","68,067",SH,,SOLE,,"37,271",0,"30,796"
MYRIAD GENETICS INC,Common Stock,62855J104,"11,424","375,187",SH,,SOLE,,"360,185",0,"15,002"
NABORS INDUSTRIES LTD,Common Stock,G6359F137,"23,787","254,546",SH,,SOLE,,"250,072",0,"4,474"
NABRIVA THERAPEUTICS PLC,Common Stock,G63637113,28,"16,779",SH,,SOLE,,"16,779",0,0
NANOSTRING TECHNOL INC COM,Common Stock,63009R109,"2,256","34,340",SH,,SOLE,,"33,668",0,672
NASDAQ INC,Common Stock,631103108,"55,831","378,615",SH,,SOLE,,"321,844",0,"56,771"
NASPERS LTD SPON ADR N SHS,ADR,631512209,"29,360","612,295",SH,,SOLE,,"584,533",0,"27,762"
NATERA INC COM,Common Stock,632307104,"9,286","91,454",SH,,SOLE,,"56,160",0,"35,294"
NATIONAL BEVERAGE CORP,Common Stock,635017106,"6,516","133,220",SH,,SOLE,,"121,990",0,"11,230"
NATIONAL BK HLDGS CORP CL A,Common Stock,633707104,"2,226","56,087",SH,,SOLE,,"52,210",0,"3,877"
NATIONAL CINEMEDIA INC,Common Stock,635309107,796,"172,372",SH,,SOLE,,"165,423",0,"6,949"
NATIONAL ENERGY SERVICES REUNITED CORP,Common Stock,G6375R107,"1,018","82,308",SH,,SOLE,,"31,121",0,"51,187"
NATIONAL FUEL GAS CO,Common Stock,636180101,"25,236","504,823",SH,,SOLE,,"376,350",0,"128,473"
NATIONAL GRID TRANSCO PLC SPON ADR NEW,ADR,636274409,"54,023","911,937",SH,,SOLE,,"834,565",0,"77,372"
NATIONAL HEALTHCARE CORP,Common Stock,635906100,"3,711","47,627",SH,,SOLE,,"32,634",0,"14,993"
NATIONAL INSTRUMENTS CORP,Common Stock,636518102,"14,266","330,354",SH,,SOLE,,"300,506",0,"29,848"
NATIONAL PRESTO INDUSTRIES INC,Common Stock,637215104,966,"9,465",SH,,SOLE,,"7,315",0,"2,150"
NATIONAL RESEARCH CORP,Common Stock,637372202,541,"11,555",SH,,SOLE,,"10,058",0,"1,497"
NATIONAL RETAIL PROPERTIES REIT,REIT,637417106,"10,347","234,785",SH,,SOLE,,"215,960",0,"18,825"
NATIONAL STORAGE AFFIL COM SHS BEN IN,REIT,637870106,"6,644","166,391",SH,,SOLE,,"135,056",0,"31,336"
NATIONAL VISION HOLDINGS INC,Common Stock,63845R107,"1,375","31,371",SH,,SOLE,,"26,336",0,"5,035"
NATIXIS UNSPONSERED ADR,ADR,63873D103,626,"12,857",SH,,SOLE,,"8,975",0,"3,882"
NATL AUSTRALIA BANK LTD SPONSORED ADR,ADR,632525408,"72,090","7,274,509",SH,,SOLE,,"6,422,563",0,"851,946"
NATL HEALTH INVESTORS INC REIT,REIT,63633D104,"3,990","55,199",SH,,SOLE,,"50,673",0,"4,527"
NATURA &CO HOLDING-ADR,ADR,63884N108,"3,664","215,659",SH,,SOLE,,"205,775",0,"9,884"
NATURAL GAS SERVICES GROUP INC,Common Stock,63886Q109,190,"20,089",SH,,SOLE,,"19,937",0,152
NATURAL GROCERS BY VIT COM,Common Stock,63888U108,"1,944","110,778",SH,,SOLE,,"107,101",0,"3,677"
NATURES SUNSHINE PRODUCTS IN COM,Common Stock,639027101,294,"14,748",SH,,SOLE,,"12,536",0,"2,212"
NATURGY ENERGY GROUP SA-ADR,ADR,63903X103,"19,342","3,996,312",SH,,SOLE,,"3,610,978",0,"385,334"
NATUS MEDICAL INC,Common Stock,639050103,"3,255","127,118",SH,,SOLE,,"90,973",0,"36,145"
NATWEST GROUP PLC,ADR,639057108,"28,552","5,317,028",SH,,SOLE,,"4,803,834",0,"513,195"
NAVIENT CORP,Common Stock,63938C108,"23,753","1,659,892",SH,,SOLE,,"758,288",0,"901,604"
NAVISTAR INTERNATIONAL CORP,Common Stock,6.39E+112,"2,107","47,864",SH,,SOLE,,"45,810",0,"2,054"
NBT BANCORP INC,Common Stock,628778102,"3,072","76,996",SH,,SOLE,,"71,020",0,"5,976"
NCINO INC,Common Stock,63947U107,"1,035","15,507",SH,,SOLE,,"13,910",0,"1,597"
NCR CORP,Common Stock,6.29E+112,"19,064","502,343",SH,,SOLE,,"180,949",0,"321,394"
NEDBANK GROUP LTD-SPONS ADR,ADR,63975K104,569,"60,179",SH,,SOLE,,"57,647",0,"2,532"
NEENAH INC,Common Stock,640079109,"1,838","35,767",SH,,SOLE,,"32,017",0,"3,750"
NEKTAR THERAPEUTICS,Common Stock,640268108,"5,524","276,223",SH,,SOLE,,"250,160",0,"26,063"
NELNET INC,Common Stock,64031N108,"2,313","31,804",SH,,SOLE,,"22,223",0,"9,581"
NEOGEN CORP,Common Stock,640491106,"9,821","110,480",SH,,SOLE,,"87,300",0,"23,180"
NEOGENOMICS INC COM NEW,Common Stock,64049M209,"10,869","225,351",SH,,SOLE,,"189,962",0,"35,389"
NEOPHOTONICS CORP COM,Common Stock,64051T100,163,"13,655",SH,,SOLE,,"13,101",0,554
NESTE OYJ - UNSP ADR,ADR,64104Y106,"35,470","1,331,964",SH,,SOLE,,"1,204,779",0,"127,185"
NESTLE S A SPONSORED ADR,ADR,641069406,"338,805","3,038,336",SH,,SOLE,,"2,712,050",0,"326,287"
NESTLE SA-REG,Common Stock,H57312649,"2,500","22,587",SH,,SOLE,,"21,403",0,"1,184"
NET 1 UEPS TECHNOLOGIES INC,Common Stock,64107N206,533,"95,232",SH,,SOLE,,"95,232",0,0
NETAPP INC,Common Stock,64110D104,"147,936","2,035,717",SH,,SOLE,,"1,078,663",0,"957,054"
NETEASE INC,ADR,64110W102,"25,338","245,376",SH,,SOLE,,"221,653",0,"23,723"
NETFLIX INC,Common Stock,64110L106,"726,843","1,393,327",SH,,SOLE,,"1,157,913",0,"235,414"
NETGEAR INC,Common Stock,64111Q104,"3,796","92,370",SH,,SOLE,,"50,554",0,"41,816"
NETSCOUT SYSTEMS INC,Common Stock,64115T104,"3,562","126,485",SH,,SOLE,,"108,289",0,"18,196"
NETSTREIT Corp,REIT,64119V303,205,"11,098",SH,,SOLE,,"9,368",0,"1,730"
NEUROCRINE BIOSCIENCES INC COM,Common Stock,64125C109,"17,655","181,538",SH,,SOLE,,"138,304",0,"43,234"
NEURONETICS INC,Common Stock,64131A105,257,"20,738",SH,,SOLE,,"18,505",0,"2,233"
NEVRO CORP,Common Stock,64157F103,"4,611","33,053",SH,,SOLE,,"24,104",0,"8,949"
NEW JERSEY RESOURCES CORP,Common Stock,646025106,"16,138","404,757",SH,,SOLE,,"397,236",0,"7,521"
NEW MTN FIN CORP COM,Common Stock,647551100,475,"38,293",SH,,SOLE,,0,0,"38,293"
NEW ORIENTAL ED & TECH SPON ADR,ADR,647581107,"21,994","1,570,996",SH,,SOLE,,"1,471,092",0,"99,904"
NEW RELIC INC,Common Stock,64829B100,"2,712","44,112",SH,,SOLE,,"41,113",0,"2,999"
NEW RESIDENTIAL INVT C COM,REIT,64828T201,"21,701","1,928,944",SH,,SOLE,,"1,568,983",0,"359,961"
NEW SENIOR INVESTMENT GROUP,REIT,648691103,"2,000","320,998",SH,,SOLE,,"179,050",0,"141,948"
NEW WORLD DEV LTD SPONSORED ADR,ADR,649274305,172,"67,206",SH,,SOLE,,"61,316",0,"5,890"
NEW YORK COMMUNITY BANCORP INC,Common Stock,649445103,"18,122","1,435,984",SH,,SOLE,,"1,392,270",0,"43,713"
NEW YORK MTG TR INC COM PAR $.02,REIT,649604501,"9,907","2,216,401",SH,,SOLE,,"2,087,500",0,"128,901"
NEW YORK TIMES CO/THE,Common Stock,650111107,"29,727","587,257",SH,,SOLE,,"354,937",0,"232,320"
NEWAGE INC,Common Stock,650194103,141,"49,150",SH,,SOLE,,"31,692",0,"17,458"
NEWCREST MNG LTD SPONSORED ADR,ADR,651191108,"25,631","1,351,821",SH,,SOLE,,"1,186,090",0,"165,731"
NEWELL BRANDS INC,Common Stock,651229106,"36,018","1,344,954",SH,,SOLE,,"1,195,736",0,"149,218"
NEWMARK GROUP INC-CLASS A,Common Stock,65158N102,"12,238","1,223,140",SH,,SOLE,,"243,297",0,"979,843"
NEWMARKET CORP,Common Stock,651587107,"14,581","38,355",SH,,SOLE,,"32,134",0,"6,221"
NEWMONT CORP,Common Stock,651639106,"192,554","3,194,859",SH,,SOLE,,"2,507,357",0,"687,502"
NEWPARK RESOURCES INC,Common Stock,651718504,101,"32,260",SH,,SOLE,,"10,449",0,"21,811"
NEWS CORP,Common Stock,65249B109,"27,641","1,086,945",SH,,SOLE,,"948,962",0,"137,983"
NEWS CORP CL B,Common Stock,65249B208,"8,094","345,030",SH,,SOLE,,"286,893",0,"58,137"
